"","cc1","pconf3","pcomp3","cc2fixed","cc3","pconf1","pcomp1","cc4fixed","cc5","pconf2","pcomp2","cc6fixed","ResponseId","religion3","course","biomajor","institution","gender","semester","raceoriginal","pconf","pcomp"
"3268",5,1,4,2,2,4,5,1,4,2,4,2,"R_10N9z1T0Jf97o6u","Christian - Protestant",29,"Yes",12,"Woman","Spring 2020","Black",2.33333333333333,4.33333333333333
"3269",1,5,2,4,1,5,2,4,1,5,1,5,"R_10OduIKnpVTINIQ","Christian - Protestant",63,"No",8,"Woman","Spring 2021","White",5,1.66666666666667
"3270",4,2,4,2,2,4,2,4,3,3,3,3,"R_10OhUrqRvo8wh3e","Christian - Protestant",76,"Yes",19,"Man","Spring 2021","Latinx",3,3
"3271",4,2,4,2,4,2,4,2,4,2,4,2,"R_10PiWGFOnnTBrvN","Christian - Protestant",28,"No",11,"Woman","Spring 2020","Asian",2,4
"3272",4,2,4,2,2,4,5,1,3,3,4,2,"R_10r6YYIWp29q1Bq","Christian - Protestant",29,"No",12,"Woman","Spring 2020","White",3,4.33333333333333
"3273",2,4,4,2,2,4,4,2,2,4,4,2,"R_10ucV2hKWNBKTQ7","Christian - Protestant",28,"Yes",11,"Woman","Spring 2020","White",4,4
"3274",2,4,2,4,2,4,4,2,1,5,5,1,"R_10uYGRDDzC8k3CU","Christian - Protestant",74,"No",17,"Woman","Spring 2021","Latinx",4.33333333333333,3.66666666666667
"3275",2,4,5,1,4,2,4,2,3,3,4,2,"R_10woiIj0MjYoxsx","Christian - Protestant",23,"No",5,"Woman","Spring 2020","Latinx",3,4.33333333333333
"3276",2,4,4,2,3,3,4,2,3,3,4,2,"R_10YkHTlDoc7irWg","Christian - Protestant",36,"No",19,"Man","Spring 2020","White",3.33333333333333,4
"3277",4,2,2,4,4,2,4,2,4,2,4,2,"R_111FKoIP4AtO3Zk","Christian - Protestant",80,"No",14,"Woman","Spring 2021","White",2,3.33333333333333
"3278",4,2,4,2,3,3,4,2,3,3,4,2,"R_11cPf7b11Uc5LJQ","Christian - Protestant",35,"No",14,"Woman","Spring 2020","White",2.66666666666667,4
"3279",5,1,5,1,4,2,5,1,5,1,5,1,"R_11dpJT5iUrXeHbm","Christian - Protestant",76,"Yes",19,"Woman","Spring 2021","White",1.33333333333333,5
"3280",3,3,3,3,1,5,5,1,3,3,5,1,"R_11i5nTibxHJe0gH","Christian - Protestant",41,"No",23,"Woman","Spring 2020","Black",3.66666666666667,4.33333333333333
"3281",3,3,5,1,1,5,5,1,1,5,5,1,"R_11iin6OzDjIoMgi","Christian - Protestant",33,"Yes",13,"Woman","Spring 2020","Black",4.33333333333333,5
"3282",3,3,2,4,2,4,3,3,2,4,2,4,"R_11Xd77EiGfJOBuA","Christian - Protestant",34,"Yes",14,"Woman","Spring 2020","Multiracial",3.66666666666667,2.33333333333333
"3283",3,3,4,2,4,2,4,2,1,5,4,2,"R_11ZPSBGkqRuHenC","Christian - Protestant",14,"Yes",1,"Woman","Spring 2020","Latinx",3.33333333333333,4
"3284",5,1,5,1,5,1,5,1,2,4,5,1,"R_123gpbK6hNzhYC0","Christian - Protestant",35,"Yes",14,"Woman","Spring 2020","White",2,5
"3285",4,2,2,4,3,3,3,3,2,4,3,3,"R_125YHrN7mR5i1Oo","Christian - Protestant",80,"Yes",14,"Woman","Spring 2021","Black",3,2.66666666666667
"3286",1,5,3,3,2,4,3,3,3,3,4,2,"R_129HqiPww6FsRCd","Christian - Protestant",34,"No",14,"Woman","Spring 2020","Black",4,3.33333333333333
"3287",4,2,3,3,3,3,5,1,4,2,5,1,"R_12al0Ty9KykEcJm","Christian - Protestant",21,"No",4,"Woman","Spring 2020","White",2.33333333333333,4.33333333333333
"3288",2,4,3,3,2,4,4,2,2,4,4,2,"R_12aU8XZG0aqZBOM","Christian - Protestant",68,"Yes",13,"Woman","Spring 2021","White",4,3.66666666666667
"3289",4,2,5,1,2,4,5,1,2,4,5,1,"R_12f2d6yQPBisjAB","Christian - Protestant",8,"Yes",11,"Woman","Fall 2018","Black",3.33333333333333,5
"3290",4,2,4,2,3,3,5,1,3,3,5,1,"R_12fLw2MEjceabEI","Christian - Protestant",48,"No",11,"Woman","Fall 2020","White",2.66666666666667,4.66666666666667
"3291",5,1,4,2,4,2,5,1,2,4,5,1,"R_12ifJWCVdZcJl0F","Christian - Protestant",60,"Yes",4,"Man","Spring 2021","White",2.33333333333333,4.66666666666667
"3292",2,4,2,4,2,4,3,3,3,3,3,3,"R_12JxCguaq1yL3rB","Christian - Protestant",78,"Yes",24,"Woman","Spring 2021","Black",3.66666666666667,2.66666666666667
"3293",1,5,5,1,1,5,5,1,2,4,5,1,"R_12m1VLFGMfJmygf","Christian - Protestant",37,"No",20,"Woman","Spring 2020","Multiracial",4.66666666666667,5
"3294",3,3,3,3,2,4,4,2,4,2,4,2,"R_12o0ZA5lHffITUS","Christian - Protestant",61,"No",7,"Woman","Spring 2021","Black",3,3.66666666666667
"3295",4,2,3,3,2,4,4,2,2,4,4,2,"R_12rLE2ta3yma992","Christian - Protestant",69,"Yes",13,"Woman","Spring 2021","White",3.33333333333333,3.66666666666667
"3296",5,1,4,2,4,2,5,1,2,4,5,1,"R_12Rp9awN5gpc8RQ","Christian - Protestant",56,"No",16,"Woman","Fall 2020","White",2.33333333333333,4.66666666666667
"3297",3,3,4,2,4,2,5,1,2,4,1,5,"R_12rtjlbaQDis6ro","Christian - Protestant",50,"Yes",13,"Woman","Fall 2020","Latinx",3,3.33333333333333
"3298",4,2,4,2,3,3,5,1,2,4,5,1,"R_12RTStaZwD5UuxB","Christian - Protestant",29,"Yes",12,"Woman","Spring 2020","White",3,4.66666666666667
"3299",2,4,4,2,2,4,4,2,2,4,4,2,"R_12SBAAmZCzzI7YL","Christian - Protestant",57,"Yes",1,"Woman","Spring 2021","Latinx",4,4
"3300",2,4,4,2,2,4,5,1,2,4,4,2,"R_12xJWoBQHTFXWmc","Christian - Protestant",57,"Yes",1,"Woman","Spring 2021","White",4,4.33333333333333
"3301",2,4,4,2,2,4,2,4,2,4,3,3,"R_12xTCXXtwi8kKMd","Christian - Protestant",51,"No",13,"Woman","Fall 2020","Multiracial",4,3
"3302",5,1,4,2,3,3,5,1,3,3,5,1,"R_1Adv7xidD9qKozT","Christian - Protestant",13,"Yes",25,"Woman","Fall 2018","White",2.33333333333333,4.66666666666667
"3303",4,2,2,4,4,2,2,4,4,2,2,4,"R_1AL5opHGtbcG2NH","Christian - Protestant",7,"No",8,"Woman","Fall 2018","White",2,2
"3304",3,3,3,3,4,2,4,2,3,3,4,2,"R_1BWqzkyei0ROZ3M","Christian - Protestant",75,"No",19,"Woman","Spring 2021","White",2.66666666666667,3.66666666666667
"3305",4,2,3,3,4,2,3,3,3,3,3,3,"R_1C2bqOcJcgWOpUi","Christian - Protestant",57,"No",1,"Woman","Spring 2021","White",2.33333333333333,3
"3306",5,1,5,1,5,1,5,1,1,5,5,1,"R_1C3M38u5CAkipg1","Christian - Protestant",37,"No",20,"Woman","Spring 2020","White",2.33333333333333,5
"3307",3,3,4,2,2,4,4,2,2,4,4,2,"R_1CBfadVSsNsEktK","Christian - Protestant",36,"No",19,"Man","Spring 2020","Asian",3.66666666666667,4
"3308",3,3,4,2,3,3,5,1,4,2,5,1,"R_1CBYIXx8ZhE7E9O","Christian - Protestant",7,"No",8,"Woman","Fall 2018","Black",2.66666666666667,4.66666666666667
"3309",2,4,5,1,1,5,5,1,1,5,5,1,"R_1CC4ACSyQEVWyGT","Christian - Protestant",78,"Yes",24,"Man","Spring 2021","Black",4.66666666666667,5
"3310",3,3,2,4,4,2,4,2,2,4,2,4,"R_1CCIib7IQWwNk7q","Christian - Protestant",38,"No",20,"Woman","Spring 2020","White",3,2.66666666666667
"3311",4,2,5,1,4,2,5,1,3,3,5,1,"R_1Cd4iYHPVwpZy60","Christian - Protestant",49,"No",12,"Woman","Fall 2020","White",2.33333333333333,5
"3312",5,1,1,5,5,1,1,5,5,1,1,5,"R_1CDtUy3URztJwZB","Christian - Protestant",23,"No",5,"Woman","Spring 2020","White",1,1
"3313",5,1,5,1,5,1,5,1,5,1,5,1,"R_1CfsulJmOZPuJYO","Christian - Protestant",56,"Yes",16,"Man","Fall 2020","White",1,5
"3314",2,4,3,3,2,4,4,2,2,4,5,1,"R_1CgBVOTGr4YhYWT","Christian - Protestant",71,"No",14,"Woman","Spring 2021","White",4,4
"3315",5,1,5,1,5,1,5,1,5,1,5,1,"R_1Cgz1r7BY3JR4eE","Christian - Protestant",40,"Yes",23,"Woman","Spring 2020","White",1,5
"3316",3,3,5,1,3,3,5,1,3,3,5,1,"R_1CkVvsvsP9sK1ix","Christian - Protestant",60,"Yes",4,"Woman","Spring 2021","Black",3,5
"3317",4,2,3,3,2,4,4,2,2,4,4,2,"R_1ClKE74kZFR67qw","Christian - Protestant",49,"No",12,"Woman","Fall 2020","White",3.33333333333333,3.66666666666667
"3318",4,2,4,2,4,2,4,2,2,4,4,2,"R_1Cp5HOPXWtsRLir","Christian - Protestant",64,"No",8,"Woman","Spring 2021","White",2.66666666666667,4
"3319",5,1,5,1,2,4,5,1,3,3,5,1,"R_1CpCPRcaOvCGCNh","Christian - Protestant",66,"Yes",12,"Woman","Spring 2021","White",2.66666666666667,5
"3320",5,1,5,1,4,2,5,1,4,2,5,1,"R_1cSaerfrcXpsdXr","Christian - Protestant",78,"Yes",24,"Man","Spring 2021","Asian",1.66666666666667,5
"3321",4,2,4,2,3,3,4,2,4,2,4,2,"R_1cTCGFUfec6Bv9Q","Christian - Protestant",37,"No",20,"Woman","Spring 2020","White",2.33333333333333,4
"3322",3,3,3,3,3,3,3,3,3,3,3,3,"R_1cU33ALgLcWJBjK","Christian - Protestant",70,"No",13,"Woman","Spring 2021","Black",3,3
"3323",2,4,2,4,2,4,2,4,2,4,4,2,"R_1CvEHeksUYONEea","Christian - Protestant",33,"No",13,"Woman","Spring 2020","Multiracial",4,2.66666666666667
"3324",5,1,5,1,5,1,5,1,2,4,5,1,"R_1CwGQrivCi22YHW","Christian - Protestant",74,"Yes",17,"Woman","Spring 2021","White",2,5
"3325",1,5,4,2,2,4,5,1,2,4,5,1,"R_1Cx3YIIFGol1Q1H","Christian - Protestant",33,"Yes",13,"Woman","Spring 2020","White",4.33333333333333,4.66666666666667
"3326",4,2,4,2,3,3,5,1,2,4,4,2,"R_1d7cHFc3MT10h09","Christian - Protestant",7,"Yes",8,"Woman","Fall 2018","White",3,4.33333333333333
"3327",2,4,2,4,2,4,2,4,2,4,2,4,"R_1dah5m1E2bdLxVq","Christian - Protestant",7,"No",8,"Woman","Fall 2018","White",4,2
"3328",4,2,4,2,2,4,5,1,4,2,4,2,"R_1DAt4azx1eHhlhN","Christian - Protestant",40,"Yes",23,"Woman","Spring 2020","Latinx",2.66666666666667,4.33333333333333
"3329",2,4,4,2,3,3,5,1,2,4,4,2,"R_1dB18hTDcPIGvkO","Christian - Protestant",8,"No",11,"Woman","Fall 2018","White",3.66666666666667,4.33333333333333
"3330",2,4,2,4,2,4,3,3,3,3,3,3,"R_1dB483hVIzqtSP8","Christian - Protestant",52,"Yes",14,"Woman","Fall 2020","White",3.66666666666667,2.66666666666667
"3331",3,3,4,2,2,4,5,1,2,4,4,2,"R_1DDeeK4tVwY2WKi","Christian - Protestant",56,"No",16,"Woman","Fall 2020","White",3.66666666666667,4.33333333333333
"3332",1,5,4,2,1,5,4,2,2,4,4,2,"R_1dEqmZAKUKl9sGx","Christian - Protestant",7,"No",8,"Man","Fall 2018","White",4.66666666666667,4
"3333",3,3,3,3,2,4,4,2,2,4,4,2,"R_1dFT6bKreaZ1cmq","Christian - Protestant",40,"Yes",23,"Woman","Spring 2020","Multiracial",3.66666666666667,3.66666666666667
"3334",3,3,4,2,2,4,4,2,3,3,4,2,"R_1dfUrSZ3jzf4cBT","Christian - Protestant",33,"No",13,"Woman","Spring 2020","Black",3.33333333333333,4
"3335",4,2,3,3,2,4,3,3,3,3,4,2,"R_1DG63vvV4KNhQgK","Christian - Protestant",7,"No",8,"Man","Fall 2018","White",3,3.33333333333333
"3336",4,2,3,3,2,4,4,2,2,4,4,2,"R_1dgFvziOOFPDHOb","Christian - Protestant",52,"No",14,"Woman","Fall 2020","White",3.33333333333333,3.66666666666667
"3337",1,5,2,4,1,5,4,2,2,4,4,2,"R_1DHkq5Wr9bzTDJU","Christian - Protestant",25,"No",9,"Woman","Spring 2020","Multiracial",4.66666666666667,3.33333333333333
"3338",2,4,3,3,3,3,3,3,3,3,3,3,"R_1dhPtiaRa0JunRx","Christian - Protestant",50,"Yes",13,"Woman","Fall 2020","Multiracial",3.33333333333333,3
"3339",1,5,1,5,1,5,1,5,5,1,1,5,"R_1dLFtETlfB4AR7q","Christian - Protestant",35,"Yes",14,"Woman","Spring 2020","White",3.66666666666667,1
"3340",2,4,3,3,3,3,4,2,4,2,4,2,"R_1dlXhNbBUOHBAB6","Christian - Protestant",56,"Yes",16,"Man","Fall 2020","Asian",3,3.66666666666667
"3341",2,4,3,3,2,4,3,3,2,4,3,3,"R_1dn5JwqBF41NYev","Christian - Protestant",37,"No",20,"Man","Spring 2020","White",4,3
"3342",5,1,1,5,2,4,5,1,1,5,5,1,"R_1DNGtYsDyttWoR8","Christian - Protestant",71,"No",14,"Man","Spring 2021","White",3.33333333333333,3.66666666666667
"3343",1,5,5,1,1,5,3,3,1,5,2,4,"R_1DqhDH3LKyttwDW","Christian - Protestant",32,"No",13,"Woman","Spring 2020","Black",5,3.33333333333333
"3344",2,4,5,1,2,4,5,1,4,2,5,1,"R_1DqWYIDjB73Yqy0","Christian - Protestant",23,"Yes",5,"Woman","Spring 2020","Latinx",3.33333333333333,5
"3345",4,2,5,1,4,2,4,2,4,2,4,2,"R_1dt82hfh5YLvtY3","Christian - Protestant",39,"No",22,"Woman","Spring 2020","White",2,4.33333333333333
"3346",4,2,4,2,4,2,4,2,2,4,4,2,"R_1DTQc3VqE3ZxxfR","Christian - Protestant",72,"No",15,"Woman","Spring 2021","White",2.66666666666667,4
"3347",4,2,4,2,2,4,5,1,2,4,5,1,"R_1Du2tbaaBLtiwtx","Christian - Protestant",21,"Yes",4,"Woman","Spring 2020","Multiracial",3.33333333333333,4.66666666666667
"3348",4,2,4,2,4,2,5,1,3,3,5,1,"R_1duaWwikzk0rhje","Christian - Protestant",37,"No",20,"Woman","Spring 2020","Black",2.33333333333333,4.66666666666667
"3349",2,4,5,1,3,3,5,1,1,5,2,4,"R_1DvX5VjJkc0UjlO","Christian - Protestant",34,"Yes",14,"Woman","Spring 2020","Black",4,4
"3350",5,1,4,2,3,3,4,2,2,4,4,2,"R_1dyQb1muOkMvQIC","Christian - Protestant",10,"Yes",18,"Woman","Fall 2018","White",2.66666666666667,4
"3351",4,2,2,4,3,3,3,3,2,4,3,3,"R_1DZvlVbFiFWX66Z","Christian - Protestant",78,"No",24,"Man","Spring 2021","Latinx",3,2.66666666666667
"3352",2,4,2,4,4,2,4,2,3,3,4,2,"R_1EcExuKPTJbT5hD","Christian - Protestant",56,"Yes",16,"Man","Fall 2020","White",3,3.33333333333333
"3353",5,1,5,1,4,2,5,1,4,2,5,1,"R_1EchFHXZlUPJ5hC","Christian - Protestant",57,"Yes",1,"Man","Spring 2021","White",1.66666666666667,5
"3354",4,2,4,2,3,3,4,2,3,3,5,1,"R_1eDECe8nyaxdTJp","Christian - Protestant",76,"Yes",19,"Man","Spring 2021","Asian",2.66666666666667,4.33333333333333
"3355",5,1,1,5,3,3,5,1,3,3,5,1,"R_1eDWyF3TQIgMHk6","Christian - Protestant",49,"No",12,"Woman","Fall 2020","Multiracial",2.33333333333333,3.66666666666667
"3356",3,3,5,1,4,2,5,1,1,5,5,1,"R_1eE7Hu1xi5yRQJ0","Christian - Protestant",48,"Yes",11,"Woman","Fall 2020","Black",3.33333333333333,5
"3357",4,2,4,2,4,2,5,1,1,5,5,1,"R_1eEt1bidep3Wn9X","Christian - Protestant",7,"No",8,"Man","Fall 2018","Black",3,4.66666666666667
"3358",1,5,2,4,4,2,2,4,2,4,2,4,"R_1EgSHRdm5frb838","Christian - Protestant",25,"No",9,"Man","Spring 2020","White",3.66666666666667,2
"3359",4,2,4,2,1,5,1,5,1,5,3,3,"R_1eLfRb5p8N2D3qv","Christian - Protestant",51,"Yes",13,"Man","Fall 2020","White",4,2.66666666666667
"3360",4,2,4,2,4,2,4,2,4,2,4,2,"R_1ePllntknSjwBwm","Christian - Protestant",34,"Yes",14,"Woman","Spring 2020","White",2,4
"3361",4,2,4,2,3,3,5,1,4,2,5,1,"R_1eqU3dEZRJujt2g","Christian - Protestant",33,"Yes",13,"Woman","Spring 2020","Black",2.33333333333333,4.66666666666667
"3362",4,2,5,1,3,3,4,2,3,3,4,2,"R_1et3Tj5Mkb3flLB","Christian - Protestant",37,"Yes",20,"Woman","Spring 2020","White",2.66666666666667,4.33333333333333
"3363",5,1,5,1,5,1,5,1,4,2,5,1,"R_1eUV9c5nxLPLI9M","Christian - Protestant",71,"Yes",14,"Woman","Spring 2021","White",1.33333333333333,5
"3364",1,5,2,4,1,5,5,1,1,5,5,1,"R_1eVHnNbZTgsVDKP","Christian - Protestant",68,"No",13,"Man","Spring 2021","Black",5,4
"3365",3,3,3,3,2,4,3,3,2,4,3,3,"R_1eVogIh1niKh9el","Christian - Protestant",7,"Yes",8,"Woman","Fall 2018","White",3.66666666666667,3
"3366",3,3,3,3,3,3,3,3,3,3,3,3,"R_1eWC77K1sSkRd99","Christian - Protestant",25,"No",9,"Man","Spring 2020","Black",3,3
"3367",5,1,3,3,2,4,4,2,2,4,4,2,"R_1ey5rnwZQEPsO0a","Christian - Protestant",35,"Yes",14,"Woman","Spring 2020","White",3,3.66666666666667
"3368",5,1,5,1,2,4,5,1,5,1,3,3,"R_1eyiT4Dvpiah72M","Christian - Protestant",41,"No",23,"Woman","Spring 2020","White",2,4.33333333333333
"3369",4,2,4,2,4,2,4,2,4,2,4,2,"R_1ezMVjTHVQSL5xy","Christian - Protestant",48,"No",11,"Woman","Fall 2020","Multiracial",2,4
"3370",2,4,3,3,3,3,4,2,2,4,4,2,"R_1f196OpvHtWpF9T","Christian - Protestant",29,"No",12,"Man","Spring 2020","Asian",3.66666666666667,3.66666666666667
"3371",4,2,4,2,4,2,4,2,4,2,5,1,"R_1f3J6SuFA1IhKiE","Christian - Protestant",74,"No",17,"Woman","Spring 2021","Latinx",2,4.33333333333333
"3372",2,4,2,4,3,3,2,4,3,3,3,3,"R_1F3tIctQvxYA4yu","Christian - Protestant",16,"Yes",1,"Woman","Spring 2020","Black",3.33333333333333,2.33333333333333
"3373",4,2,3,3,2,4,5,1,2,4,4,2,"R_1F54XyHqEeNBICq","Christian - Protestant",33,"Yes",13,"Woman","Spring 2020","Black",3.33333333333333,4
"3374",3,3,5,1,2,4,5,1,4,2,4,2,"R_1f7MLJUd8vnZJAe","Christian - Protestant",62,"Yes",7,"Man","Spring 2021","White",3,4.66666666666667
"3375",2,4,4,2,1,5,5,1,4,2,4,2,"R_1F8kpTeFwloydm4","Christian - Protestant",57,"Yes",1,"Woman","Spring 2021","White",3.66666666666667,4.33333333333333
"3376",4,2,5,1,4,2,5,1,3,3,5,1,"R_1FA30MHmYTsvz6W","Christian - Protestant",61,"No",7,"Woman","Spring 2021","White",2.33333333333333,5
"3377",5,1,5,1,3,3,5,1,4,2,5,1,"R_1fdWdb2Vlr3G3Zg","Christian - Protestant",55,"Yes",17,"Woman","Fall 2020","White",2,5
"3378",3,3,2,4,2,4,3,3,2,4,4,2,"R_1feEci9PF8QyhcM","Christian - Protestant",51,"No",13,"Woman","Fall 2020","White",3.66666666666667,3
"3379",2,4,4,2,2,4,5,1,2,4,5,1,"R_1ffogYNLYDglcFF","Christian - Protestant",7,"No",8,"Woman","Fall 2018","White",4,4.66666666666667
"3380",3,3,4,2,3,3,4,2,2,4,4,2,"R_1fjGm94vv8aEB76","Christian - Protestant",29,"Yes",12,"Woman","Spring 2020","Latinx",3.33333333333333,4
"3381",1,5,2,4,2,4,3,3,4,2,2,4,"R_1fjyEQk99vExPEW","Christian - Protestant",71,"Yes",14,"Woman","Spring 2021","White",3.66666666666667,2.33333333333333
"3382",2,4,3,3,1,5,5,1,2,4,4,2,"R_1fkFN4FZnPHKZTb","Christian - Protestant",21,"No",4,"Woman","Spring 2020","Black",4.33333333333333,4
"3383",3,3,4,2,4,2,4,2,2,4,4,2,"R_1fkmKHcQqaMPoLf","Christian - Protestant",28,"No",11,"Woman","Spring 2020","White",3,4
"3384",4,2,3,3,2,4,4,2,4,2,4,2,"R_1flz9XJ6FZYHw9K","Christian - Protestant",35,"Yes",14,"Woman","Spring 2020","White",2.66666666666667,3.66666666666667
"3385",4,2,4,2,2,4,4,2,2,4,4,2,"R_1FtaRhqIYpVEDEu","Christian - Protestant",15,"No",1,"Woman","Spring 2020","White",3.33333333333333,4
"3386",2,4,4,2,2,4,3,3,2,4,3,3,"R_1FtXlsrTxkMBhBi","Christian - Protestant",48,"No",11,"Man","Fall 2020","Black",4,3.33333333333333
"3387",4,2,4,2,3,3,4,2,3,3,4,2,"R_1FwDkur2NSiNeJy","Christian - Protestant",40,"Yes",23,"Woman","Spring 2020","Asian",2.66666666666667,4
"3388",4,2,5,1,4,2,5,1,3,3,5,1,"R_1Fy6NCoQG2n7F1H","Christian - Protestant",51,"Yes",13,"Woman","Fall 2020","Black",2.33333333333333,5
"3389",2,4,5,1,3,3,5,1,3,3,5,1,"R_1g1JxsbBVJurdxU","Christian - Protestant",63,"Yes",8,"Man","Spring 2021","White",3.33333333333333,5
"3390",4,2,4,2,4,2,4,2,2,4,4,2,"R_1g2xH8J2uBdc5e3","Christian - Protestant",17,"Yes",1,"Woman","Spring 2020","Latinx",2.66666666666667,4
"3391",3,3,3,3,3,3,4,2,4,2,4,2,"R_1g589Hcpcks9gSg","Christian - Protestant",62,"No",7,"Woman","Spring 2021","Black",2.66666666666667,3.66666666666667
"3392",5,1,3,3,2,4,4,2,2,4,4,2,"R_1g5wUIKdbHOFz3V","Christian - Protestant",7,"No",8,"Man","Fall 2018","Native",3,3.66666666666667
"3393",2,4,2,4,2,4,3,3,2,4,4,2,"R_1g7JkT5klbcCluq","Christian - Protestant",74,"Yes",17,"Woman","Spring 2021","White",4,3
"3394",5,1,5,1,1,5,5,1,1,5,5,1,"R_1g7kxza7ne99xGO","Christian - Protestant",40,"Yes",23,"Man","Spring 2020","White",3.66666666666667,5
"3395",2,4,3,3,2,4,4,2,2,4,4,2,"R_1g8bB8nXNYXOWaE","Christian - Protestant",24,"No",6,"Woman","Spring 2020","Native",4,3.66666666666667
"3396",4,2,4,2,3,3,4,2,4,2,4,2,"R_1g8EROx38EgztYl","Christian - Protestant",33,"Yes",13,"Woman","Spring 2020","White",2.33333333333333,4
"3397",4,2,4,2,2,4,4,2,2,4,4,2,"R_1g8yuiodtuzY37N","Christian - Protestant",64,"No",8,"Man","Spring 2021","White",3.33333333333333,4
"3398",1,5,4,2,3,3,2,4,2,4,2,4,"R_1gbDbEPk1wSwF63","Christian - Protestant",7,"Yes",8,"Woman","Fall 2018","White",4,2.66666666666667
"3399",4,2,4,2,4,2,5,1,1,5,4,2,"R_1gbFRe3A7gL4fDi","Christian - Protestant",29,"No",12,"Woman","Spring 2020","White",3,4.33333333333333
"3400",3,3,3,3,3,3,3,3,3,3,3,3,"R_1GBTd9J9YIpDCMH","Christian - Protestant",29,"No",12,"Man","Spring 2020","White",3,3
"3401",4,2,4,2,3,3,4,2,3,3,4,2,"R_1gCTg9PoawIvOk4","Christian - Protestant",29,"No",12,"Woman","Spring 2020","White",2.66666666666667,4
"3402",3,3,4,2,2,4,5,1,2,4,4,2,"R_1gdXY0ty3nQ47DJ","Christian - Protestant",29,"Yes",12,"Woman","Spring 2020","White",3.66666666666667,4.33333333333333
"3403",4,2,2,4,2,4,4,2,2,4,4,2,"R_1gHGXYRzcPgGrLJ","Christian - Protestant",7,"Yes",8,"Man","Fall 2018","White",3.33333333333333,3.33333333333333
"3404",2,4,4,2,3,3,4,2,2,4,4,2,"R_1gi4TT6Q50iNqjH","Christian - Protestant",35,"No",14,"Woman","Spring 2020","White",3.66666666666667,4
"3405",4,2,4,2,2,4,4,2,2,4,4,2,"R_1gIutcHAIYQ6zgX","Christian - Protestant",33,"Yes",13,"Woman","Spring 2020","White",3.33333333333333,4
"3406",1,5,2,4,2,4,2,4,2,4,3,3,"R_1GIVdiJbQU62bUD","Christian - Protestant",33,"No",13,"Woman","Spring 2020","White",4.33333333333333,2.33333333333333
"3407",3,3,3,3,3,3,3,3,3,3,3,3,"R_1gIwh03lLXOuGGK","Christian - Protestant",38,"Yes",20,"Woman","Spring 2020","White",3,3
"3408",4,2,2,4,2,4,5,1,2,4,4,2,"R_1gjfgFU7yRgqQrU","Christian - Protestant",56,"Yes",16,"Woman","Fall 2020","Latinx",3.33333333333333,3.66666666666667
"3409",5,1,5,1,4,2,5,1,3,3,5,1,"R_1gLOAaVLnUqRZZY","Christian - Protestant",39,"Yes",22,"Woman","Spring 2020","Black",2,5
"3410",4,2,4,2,2,4,5,1,4,2,5,1,"R_1GN9GEJbrftqgIc","Christian - Protestant",38,"No",20,"Woman","Spring 2020","White",2.66666666666667,4.66666666666667
"3411",4,2,4,2,4,2,4,2,2,4,4,2,"R_1gnBoMkkKYLn78s","Christian - Protestant",60,"Yes",4,"Woman","Spring 2021","Asian",2.66666666666667,4
"3412",4,2,3,3,4,2,5,1,2,4,4,2,"R_1gNiMJvSD0dTerF","Christian - Protestant",32,"No",13,"Woman","Spring 2020","Black",2.66666666666667,4
"3413",4,2,4,2,4,2,4,2,2,4,4,2,"R_1GNObTkimD32H4K","Christian - Protestant",34,"No",14,"Woman","Spring 2020","White",2.66666666666667,4
"3414",2,4,3,3,3,3,3,3,3,3,3,3,"R_1gO9IjKyX4aqwVH","Christian - Protestant",14,"No",1,"Woman","Spring 2020","White",3.33333333333333,3
"3415",5,1,5,1,1,5,5,1,4,2,5,1,"R_1goI8bnBjjbo64t","Christian - Protestant",33,"No",13,"Woman","Spring 2020","White",2.66666666666667,5
"3416",4,2,2,4,2,4,5,1,2,4,4,2,"R_1GQhCeCxiS3ZlDr","Christian - Protestant",70,"Yes",13,"Woman","Spring 2021","White",3.33333333333333,3.66666666666667
"3417",4,2,4,2,3,3,5,1,3,3,4,2,"R_1gSJHNLSZ0xmeWW","Christian - Protestant",7,"Yes",8,"Man","Fall 2018","White",2.66666666666667,4.33333333333333
"3418",4,2,4,2,2,4,4,2,2,4,4,2,"R_1gu2yBPcOBMYTzr","Christian - Protestant",29,"No",12,"Woman","Spring 2020","Asian",3.33333333333333,4
"3419",5,1,3,3,4,2,5,1,5,1,5,1,"R_1Gvj0en6SQ3qELv","Christian - Protestant",29,"No",12,"Man","Spring 2020","Latinx",1.33333333333333,4.33333333333333
"3420",4,2,5,1,2,4,4,2,3,3,3,3,"R_1GwSMrEo2Vzqe4l","Christian - Protestant",7,"No",8,"Woman","Fall 2018","Multiracial",3,4
"3421",3,3,3,3,3,3,4,2,2,4,4,2,"R_1gzqx6wxpLNE7uz","Christian - Protestant",37,"No",20,"Woman","Spring 2020","White",3.33333333333333,3.66666666666667
"3422",2,4,3,3,2,4,5,1,3,3,5,1,"R_1H1sNpQ89YtlCb5","Christian - Protestant",63,"No",8,"Woman","Spring 2021","White",3.66666666666667,4.33333333333333
"3423",2,4,3,3,2,4,4,2,2,4,4,2,"R_1H6HIjUXIUu4TOE","Christian - Protestant",36,"No",19,"Man","Spring 2020","White",4,3.66666666666667
"3424",4,2,4,2,3,3,4,2,4,2,4,2,"R_1hA97TZKo5LkY5e","Christian - Protestant",8,"Yes",11,"Woman","Fall 2018","White",2.33333333333333,4
